ID,NL,MR,ALIGNMENT,MONOTONIC
425,quale è lo stato più grande in usa,answer(largest(state(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
426,quale è lo stato più grande in usa,answer(largest(state(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
427,quale è lo stato più grande che confina con la california,answer(largest(state(next_to_2(stateid(california))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('la', 'ε'), ('california', 'stateid(california)')",0
428,quale è lo stato più grande che confina con il texas,answer(largest(state(next_to_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('texas', 'stateid(texas)')",0
429,quale è lo stato più grande che confina con lo stato con la popolazione più grande,answer(largest(state(next_to_2(largest_one(population_1(state(all))))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('grande', 'largest_one')",0
430,quale è lo stato più grande che confina con lo stato con il punto più basso in usa,answer(largest(state(next_to_2(state(loc_1(lowest(place(loc_2(countryid(usa)))))))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
431,quale è lo stato più grande attraversato dal fiume mississippi,answer(largest(state(traverse_1(riverid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('attraversato', 'traverse_1'), ('dal', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",0
432,quale è lo stato meno popoloso,answer(smallest_one(population_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('meno', 'smallest_one'), ('popoloso', 'population_1')",0
433,quale è la lunghezza del fiume colorado,answer(len(riverid(colorado))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'ε'), ('colorado', 'riverid(colorado)')",1
434,quale è la lunghezza del fiume colorado in texas,"answer(len(intersection(riverid(colorado), river(loc_2(stateid(texas))))))","('quale', 'answer'), ('è', 'ε'), ('ε', 'intersection'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('colorado', ""riverid(colorado)""), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
435,quale è la lunghezza del fiume più lungo in usa,answer(len(longest(river(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
436,quale è la lunghezza del fiume più lungo che attraversa il texas,answer(len(longest(river(traverse_2(stateid(texas)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('texas', 'stateid(texas)')",0
437,quale è la lunghezza del fiume mississippi,answer(len(riverid(mississippi))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'ε'), ('mississippi', 'riverid(mississippi)')",1
438,quale è la lunghezza del fiume che scorre attraverso più stati,answer(len(most(river(traverse_2(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')",0
439,quale è la lunghezza del fiume che attraversa il maggior numero di stati,answer(len(most(river(traverse_2(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('maggior', 'most'), ('numero', 'ε'), ('di', 'ε'), ('stati', 'state(all)')",0
440,quale è la lunghezza del fiume che attraversa più stati,answer(len(most(river(traverse_2(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')",0
441,quanto è lungo il fiume che attraversa più stati,answer(len(most(river(traverse_2(state(all)))))),"('quanto', 'answer'), ('è', 'ε'), ('lungo', 'len'), ('il', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')",0
442,quale è il fiume più lungo,answer(longest(river(all))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')",0
443,quale è il fiume più lungo che scorre attraverso new york,answer(longest(river(traverse_2(stateid(new york))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('new', 'stateid(new york)'), ('york', 'ε')",0
444,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
445,quale è il fiume più lungo in california,answer(longest(river(loc_2(stateid(california))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('california', 'stateid(california)')",0
446,quale è il fiume più lungo in florida,answer(longest(river(loc_2(stateid(florida))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('florida', 'stateid(florida)')",0
447,quale è il fiume più lungo in mississippi,answer(longest(river(loc_2(stateid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",0
448,quale è il fiume più lungo in new york,answer(longest(river(loc_2(stateid(new york))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",0
449,quale è il fiume più lungo in pennsylvania,answer(longest(river(loc_2(stateid(pennsylvania))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",0
450,quale è il fiume più lungo in texas,answer(longest(river(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
451,quale è il fiume più lungo nello stato più grande,answer(longest(river(loc_2(largest(state(all)))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
452,quale è il fiume più lungo nello stato più piccolo in usa,answer(longest(river(loc_2(smallest(state(loc_2(countryid(usa)))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('più', 'ε'), ('piccolo', 'smallest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
453,quale è il fiume più lungo nello stato con il picco più alto,answer(longest(river(loc_2(state(loc_1(highest(place(all)))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')",0
454,quale è il fiume più lungo nello stato con più grandi città,answer(longest(river(loc_2(most(state(loc_1(major(city(all))))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('più', 'most'), ('grandi', 'major'), ('città', 'city(all)')",0
455,quale è il fiume più lungo negli stati che confinano con il nebraska,answer(longest(river(loc_2(state(next_to_2(stateid(nebraska))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('nebraska', 'stateid(nebraska)')",0
456,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
457,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
458,quale è il fiume più lungo che non scorre attraverso il texas,"answer(longest(exclude(river(all), traverse_2(stateid(texas)))))","('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('non', 'exclude'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('il', 'ε'), ('texas', 'stateid(texas)')",0
459,quale è il fiume più lungo che scorre attraverso uno stato che confina con l indiana,answer(longest(river(traverse_2(state(next_to_2(stateid(indiana))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('uno', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('indiana', 'stateid(indiana)')",0
460,quale è il fiume più lungo che attraversa il colorado,answer(longest(river(traverse_2(stateid(colorado))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('colorado', 'stateid(colorado)')",0
461,quale è il fiume più lungo che passa gli stati che confinano con lo stato che confina con più stati,answer(longest(river(traverse_2(state(next_to_2(most(state(next_to_2(state(all)))))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('passa', 'traverse_2'), ('gli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('più', 'most'), ('stati', 'state(all)')",0
462,quale è il fiume più lungo che attraversa uno stato che confina con il tennessee,answer(longest(river(traverse_2(state(next_to_2(stateid(tennessee))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('uno', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('tennessee', 'stateid(tennessee)')",0
463,quale è la elevazione più bassa in pennsylvania,answer(lowest(place(loc_2(stateid(pennsylvania))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('elevazione', 'place'), ('più', 'ε'), ('bassa', 'lowest'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",0
464,quale è il punto più basso in arkansas,answer(lowest(place(loc_2(stateid(arkansas))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",0
465,quale è il punto più basso in california,answer(lowest(place(loc_2(stateid(california))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('california', 'stateid(california)')",0
466,quale è il punto più basso in louisiana,answer(lowest(place(loc_2(stateid(louisiana))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('louisiana', 'stateid(louisiana)')",0
467,quale è il punto più basso in massachusetts,answer(lowest(place(loc_2(stateid(massachusetts))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('massachusetts', 'stateid(massachusetts)')",0
468,quale è il punto più basso in mississippi,answer(lowest(place(loc_2(stateid(mississippi))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",0
469,quale è il punto più basso in nebraska in metri,answer(lowest(place(loc_2(stateid(nebraska))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('nebraska', 'stateid(nebraska)'), ('in', 'ε'), ('metri', 'ε')",0
470,quale è il punto più basso in oregon,answer(lowest(place(loc_2(stateid(oregon))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('oregon', 'stateid(oregon)')",0
471,quale è il punto più basso in texas,answer(lowest(place(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
472,quale è il punto più basso nello stato della california,answer(lowest(place(loc_2(stateid(california))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('nello', 'loc_2'), ('stato', 'ε'), ('della', 'ε'), ('california', 'stateid(california)')",0
473,quale è il punto più basso nello stato del texas,answer(lowest(place(loc_2(stateid(texas))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('nello', 'loc_2'), ('stato', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",0
474,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
475,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
476,quale è il punto più basso in wisconsin,answer(lowest(place(loc_2(stateid(wisconsin))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('wisconsin', 'stateid(wisconsin)')",0
477,quale è il punto più basso di tutti gli stati attraverso cui passa il fiume colorado,answer(lowest(place(loc_2(state(traverse_1(riverid(colorado))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('di', 'loc_2'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('passa', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('colorado', 'riverid(colorado)')",0
478,quale è il punto più basso in colorado,answer(lowest(place(loc_2(stateid(colorado))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",0
479,quale è il punto più basso dello stato con la area più grande,answer(lowest(place(loc_2(largest_one(area_1(state(all))))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('più', 'ε'), ('grande', 'largest_one')",0
480,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
481,quali sono le grandi città in montana,answer(major(city(loc_2(stateid(montana))))),"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
482,quale è la massima elevazione di san francisco,"answer(highest(place(loc_2(cityid(san francisco, _)))))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('massima', 'highest'), ('elevazione', 'place'), ('di', 'loc_2'), ('san', 'cityid(san francisco, _)'), ('francisco', 'ε')",1
483,quale è lo stato più denso in usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('denso', 'density_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
484,quale è la capitale più popolata in usa,answer(largest_one(population_1(capital(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
485,quale è lo stato più popolato che confina con l oklahoma,answer(largest_one(population_1(state(next_to_2(stateid(oklahoma)))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('oklahoma', 'stateid(oklahoma)')",0
486,quale è la città più popolata,answer(largest_one(population_1(city(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city(all)'), ('più', 'largest_one'), ('popolata', 'population_1')",0
487,quale è la città più popolata in texas,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
488,quale è la città più popolata in wyoming,answer(largest_one(population_1(city(loc_2(stateid(wyoming)))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",0
489,quale è lo stato più popolato,answer(largest_one(population_1(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'largest_one'), ('popolato', 'population_1')",0
490,quale è lo stato più popolato in usa,answer(largest_one(population_1(state(loc_2(countryid(usa)))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",0
491,quale è lo stato più popolato attraverso cui scorre il mississippi,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('mississippi', 'riverid(mississippi)')",0
492,quale è il nome dello stato con il punto più basso,answer(state(loc_1(lowest(place(all))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('nome', 'ε'), ('dello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('punto', 'place(all)'), ('più', 'ε'), ('basso', 'lowest')",0
493,quale è il numero di stati vicini al kentucky,answer(count(state(next_to_2(stateid(kentucky))))),"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('numero', 'count'), ('di', 'ε'), ('stati', 'state'), ('vicini', 'next_to_2'), ('al', 'ε'), ('kentucky', 'stateid(kentucky)')",1
494,quale è la densità di popolazione nello stato con capitale austin,"answer(density_1(state(loc_1(capital(cityid(austin, _))))))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('nello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('capitale', 'capital'), ('austin', 'cityid(austin, _)')",0
495,quale è la densità di popolazione del maine,answer(density_1(stateid(maine))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('maine', 'stateid(maine)')",1
496,quale è la densità di popolazione del south dakota,answer(density_1(stateid(south dakota))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('south', 'stateid(south dakota)'), ('dakota', 'ε')",1
497,quale è la densità di popolazione del texas,answer(density_1(stateid(texas))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('texas', 'stateid(texas)')",1
498,quale è la densità di popolazione dello stato più grande,answer(density_1(largest(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')",0
499,quale è la densità di popolazione dello stato più piccolo,answer(density_1(smallest(state(all)))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')",0
500,quale è la densità di popolazione dello stato con la area più piccola,answer(density_1(smallest_one(area_1(state(all))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('più', 'ε'), ('piccola', 'smallest_one')",0
501,quale è la densità di popolazione dello stato con la popolazione più bassa,answer(density_1(smallest_one(population_1(state(all))))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('bassa', 'smallest_one')",0
502,quale è la densità di popolazione del wyoming,answer(density_1(stateid(wyoming))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('wyoming', 'stateid(wyoming)')",1
503,quale è la popolazione a boston,"answer(population_1(cityid(boston, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('a', 'ε'), ('boston', 'cityid(boston, _)')",1
504,quale è la popolazione dell alaska,answer(population_1(stateid(alaska))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('alaska', 'stateid(alaska)')",1
505,quale è la popolazione dell arizona,answer(population_1(stateid(arizona))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('arizona', 'stateid(arizona)')",1
506,quale è la popolazione di atlanta,"answer(population_1(cityid(atlanta, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('atlanta', 'cityid(atlanta, _)')",1
507,quale è la popolazione di atlanta ga,"answer(population_1(cityid(atlanta, ga)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('atlanta', 'cityid(atlanta, ga)'), ('ga', 'ε')",1
508,quale è la popolazione di austin,"answer(population_1(cityid(austin, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('austin', 'cityid(austin, _)')",1
509,quale è la popolazione di austin texas,"answer(population_1(cityid(austin, tx)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('austin', 'cityid(austin, tx)'), ('texas', 'ε')",1
510,quale è la popolazione di boston massachusetts,"answer(population_1(cityid(boston, ma)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('boston', 'cityid(boston, ma)'), ('massachusetts', 'ε')",1
511,quale è la popolazione di boulder,"answer(population_1(cityid(boulder, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('boulder', 'cityid(boulder, _)')",1
512,quale è la popolazione della california,answer(population_1(stateid(california))),"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('della', 'ε'), ('california', 'stateid(california)')",1
513,quale è la popolazione di dallas,"answer(population_1(cityid(dallas, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('dallas', 'cityid(dallas, _)')",1
514,quale è la popolazione di denver,"answer(population_1(cityid(denver, _)))","('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('denver', 'cityid(denver, _)')",1
