ID,NL,MR,ALIGNMENT,MONOTONIC
430,wie lautet der groesste staat welcher an den staat grenzt welcher die niedrigste erhebung in den usa hat,answer(largest(state(next_to_2(state(loc_1(lowest(place(loc_2(countryid(usa)))))))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('welcher', 'ε'), ('an', 'next_to_2'), ('den', 'ε'), ('staat', 'ε'), ('grenzt', 'ε'), ('welcher', 'state'), ('die', 'ε'), ('niedrigste', 'lowest'), ('erhebung', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)'), ('hat', 'loc_1')",0
431,wie lautet der groesste staat durch welchen der mississippi fluss verlaeuft,answer(largest(state(traverse_1(riverid(mississippi))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('groesste', 'largest'), ('staat', 'state'), ('durch', 'traverse_1'), ('welchen', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fluss', 'ε'), ('verlaeuft', 'ε')",1
432,welches ist der staat mit der niedrigsten bevoelkerungszahl,answer(smallest_one(population_1(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('niedrigsten', 'smallest_one'), ('bevoelkerungszahl', 'population_1')",0
433,wie lang ist der fluss colorado,answer(len(riverid(colorado))),"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'ε'), ('colorado', 'riverid(colorado)')",1
434,was ist die laenge des colorado flusses in texas,"answer(len(intersection(riverid(colorado), river(loc_2(stateid(texas))))))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('laenge', 'len'), ('des', 'intersection'), ('colorado', 'riverid(colorado)'), ('ε', 'river'), ('flusses', 'ε'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",0
435,wie lang ist der laengste fluss der usa,answer(len(longest(river(loc_2(countryid(usa)))))),"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
436,wie lautet die laenge des lanegsten fluesses der durch texas verlaeuft,answer(len(longest(river(traverse_2(stateid(texas)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('laenge', 'len'), ('des', 'ε'), ('lanegsten', 'longest'), ('fluesses', 'river'), ('der', 'ε'), ('durch', 'traverse_2'), ('texas', 'stateid(texas)'), ('verlaeuft', 'ε')",1
437,wie lang ist der mississippi,answer(len(riverid(mississippi))),"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)')",1
438,wie lang ist der fluss welcher durch die meisten staaten fliesst,answer(len(most(river(traverse_2(state(all)))))),"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'river'), ('welcher', 'ε'), ('durch', 'traverse_2'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)'), ('fliesst', 'ε')",0
439,wie lange ist der fluss welcher durch die groesste anzahl von staaten fliesst,answer(len(most(river(traverse_2(state(all)))))),"('wie', 'answer'), ('lange', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'river'), ('welcher', 'traverse_2'), ('durch', 'ε'), ('die', 'ε'), ('groesste', 'state(all)'), ('anzahl', 'most'), ('von', 'ε'), ('staaten', 'ε'), ('fliesst', 'ε')",1
440,was ist die laenge des fluesses der durch die groessten anzahl staaten fliesst,answer(len(most(river(traverse_2(state(all)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('laenge', 'len'), ('des', 'ε'), ('fluesses', 'river'), ('der', 'ε'), ('durch', 'traverse_2'), ('die', 'ε'), ('groessten', 'most'), ('anzahl', 'ε'), ('staaten', 'state(all)'), ('fliesst', 'ε')",1
441,wie lang ist der fluss welcher am meisten staaten durchquert,answer(len(most(river(traverse_2(state(all)))))),"('wie', 'answer'), ('lang', 'len'), ('ist', 'ε'), ('der', 'ε'), ('fluss', 'river'), ('welcher', 'ε'), ('am', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)'), ('durchquert', 'traverse_2')",0
442,was ist der laengste fluss,answer(longest(river(all))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river(all)')",1
443,welches ist der laengste fluss new yorks,answer(longest(river(traverse_2(stateid(new york))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('ε', 'traverse_2'), ('new', 'stateid(new york)'), ('yorks', 'ε')",1
444,welches ist der laengste fluss der vereinigten staaten,answer(longest(river(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'loc_2'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
445,was ist der laengste fluss in california,answer(longest(river(loc_2(stateid(california))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
446,welches ist der laengste fluss in florida,answer(longest(river(loc_2(stateid(florida))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('florida', 'stateid(florida)')",1
447,wie lautet der laengste fluss in mississippi,answer(longest(river(loc_2(stateid(mississippi))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",1
448,welches ist der laengste fluss in new york,answer(longest(river(loc_2(stateid(new york))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
449,wie lautet der laengste fluss in pennsylvania,answer(longest(river(loc_2(stateid(pennsylvania))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
450,was ist der laengste fluss in texas,answer(longest(river(loc_2(stateid(texas))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
451,welches ist der laengste fluss im groessten staat,answer(longest(river(loc_2(largest(state(all)))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('im', 'loc_2'), ('groessten', 'largest'), ('staat', 'state(all)')",1
452,was ist der laengste fluss in dem kleinsten staat in den usa,answer(longest(river(loc_2(smallest(state(loc_2(countryid(usa)))))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('dem', 'ε'), ('kleinsten', 'smallest'), ('staat', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
453,welches ist der laenste fluss im staate mit dem hoechstgelegenen punkt,answer(longest(river(loc_2(state(loc_1(highest(place(all)))))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laenste', 'longest'), ('fluss', 'river'), ('im', 'loc_2'), ('staate', 'state'), ('mit', 'loc_1'), ('dem', 'ε'), ('hoechstgelegenen', 'highest'), ('punkt', 'place(all)')",0
454,welches ist der laengste fluss im staat mit der groessten anzahl grosser staedte,answer(longest(river(loc_2(most(state(loc_1(major(city(all))))))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('im', 'loc_2'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('groessten', 'major'), ('anzahl', 'most'), ('grosser', 'city(all)'), ('staedte', 'ε')",1
455,wie lautet der laengste fluss in den staaten welcher an nebraska grenzt,answer(longest(river(loc_2(state(next_to_2(stateid(nebraska))))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('staaten', 'state'), ('welcher', 'ε'), ('an', 'next_to_2'), ('nebraska', 'stateid(nebraska)'), ('grenzt', 'ε')",1
456,welches ist der laengste fluss in amerika,answer(longest(river(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('amerika', 'countryid(usa)')",1
457,nenne den laengsten fluss in den usa,answer(longest(river(loc_2(countryid(usa))))),"('nenne', 'answer'), ('den', 'ε'), ('laengsten', 'longest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
458,wie lautet der laengste fluss der nicht durch texas verlaeuft,"answer(longest(exclude(river(all), traverse_2(stateid(texas)))))","('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river(all)'), ('der', 'ε'), ('nicht', 'exclude'), ('durch', 'traverse_2'), ('texas', 'stateid(texas)'), ('verlaeuft', 'ε')",0
459,wie lautet der laengste fluss welcher durch einen staat verlaeuft der an indiana grenzt,answer(longest(river(traverse_2(state(next_to_2(stateid(indiana))))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('welcher', 'ε'), ('durch', 'traverse_2'), ('einen', 'ε'), ('staat', 'state'), ('verlaeuft', 'ε'), ('der', 'ε'), ('an', 'next_to_2'), ('indiana', 'stateid(indiana)'), ('grenzt', 'ε')",1
460,wie lautet der laengste fluss der durch colorado verlaeuft,answer(longest(river(traverse_2(stateid(colorado))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'ε'), ('durch', 'traverse_2'), ('colorado', 'stateid(colorado)'), ('verlaeuft', 'ε')",1
461,wie lautet der laengste fluss der durch die staaten verlaeuft welche an den staat grenzen der die meisten nachbarstaaten hat,answer(longest(river(traverse_2(state(next_to_2(most(state(next_to_2(state(all)))))))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'ε'), ('durch', 'traverse_2'), ('die', 'ε'), ('staaten', 'state'), ('verlaeuft', 'ε'), ('welche', 'ε'), ('an', 'next_to_2'), ('den', 'ε'), ('staat', 'state(all)'), ('grenzen', 'ε'), ('der', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('nachbarstaaten', 'next_to_2'), ('ε', 'state'), ('hat', 'ε')",0
462,welchest ist der laengste fluss der durch einen an tennessee grenzenden staat fliesst,answer(longest(river(traverse_2(state(next_to_2(stateid(tennessee))))))),"('welchest', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'ε'), ('durch', 'traverse_2'), ('einen', 'ε'), ('an', 'next_to_2'), ('tennessee', 'stateid(tennessee)'), ('grenzenden', 'ε'), ('staat', 'state'), ('fliesst', 'ε')",0
463,welches ist die niedrigste erhoehung in pennsylvania,answer(lowest(place(loc_2(stateid(pennsylvania))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('niedrigste', 'lowest'), ('erhoehung', 'place'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
464,welches ist der tiefstgelegene punkt in arkansas,answer(lowest(place(loc_2(stateid(arkansas))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",1
465,welches ist der tiefstgelegene punkt in california,answer(lowest(place(loc_2(stateid(california))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
466,welches ist der tiefstgelegene punkt in louisiana,answer(lowest(place(loc_2(stateid(louisiana))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('louisiana', 'stateid(louisiana)')",1
467,wie lautet der niedrigste punkt in massachusetts,answer(lowest(place(loc_2(stateid(massachusetts))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('massachusetts', 'stateid(massachusetts)')",1
468,welches ist der tiefste punkt in mississippi,answer(lowest(place(loc_2(stateid(mississippi))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",1
469,wie hoch ist die niedrigste erhebung von nebraska,answer(lowest(place(loc_2(stateid(nebraska))))),"('wie', 'answer'), ('hoch', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('niedrigste', 'lowest'), ('erhebung', 'place'), ('von', 'loc_2'), ('nebraska', 'stateid(nebraska)')",1
470,was ist der niedrigste punkt in oregon,answer(lowest(place(loc_2(stateid(oregon))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('oregon', 'stateid(oregon)')",1
471,wie lautet der niedrigste punkt in texas,answer(lowest(place(loc_2(stateid(texas))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
472,wie lautet der niedrigste punkt in dem staat california,answer(lowest(place(loc_2(stateid(california))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('dem', 'ε'), ('staat', 'ε'), ('california', 'stateid(california)')",1
473,welches ist der tiefstgelegene punkt von texas,answer(lowest(place(loc_2(stateid(texas))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('von', 'loc_2'), ('texas', 'stateid(texas)')",1
474,wie lautet der niedrigste punkt in den vereinigten staaten,answer(lowest(place(loc_2(countryid(usa))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
475,wie lautet der niedrigste punkt in den usa,answer(lowest(place(loc_2(countryid(usa))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
476,welches ist der tiefstgelegene punkt in wisconsin,answer(lowest(place(loc_2(stateid(wisconsin))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('wisconsin', 'stateid(wisconsin)')",1
477,welches ist der tiefste punkt aller staaten durch die der fluss colorado fliesst,answer(lowest(place(loc_2(state(traverse_1(riverid(colorado))))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefste', 'lowest'), ('punkt', 'place'), ('aller', 'loc_2'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('fluss', 'ε'), ('colorado', 'riverid(colorado)'), ('fliesst', 'ε')",1
478,welches ist der tiefstgelegene punkt in colorado,answer(lowest(place(loc_2(stateid(colorado))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('colorado', 'stateid(colorado)')",1
479,was ist die tiefste stelle des staates mit der groesste flaeche,answer(lowest(place(loc_2(largest_one(area_1(state(all))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('tiefste', 'lowest'), ('stelle', 'place'), ('des', 'loc_2'), ('staates', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groesste', 'largest_one'), ('flaeche', 'area_1')",0
480,welches ist der tiefstgelegene punkt der usa,answer(lowest(place(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefstgelegene', 'lowest'), ('punkt', 'place'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
481,was sind die groessere staedte in montana,answer(major(city(loc_2(stateid(montana))))),"('was', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('groessere', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
482,welches ist die maximale erhoehung von san francisco,"answer(highest(place(loc_2(cityid(san francisco, _)))))","('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('maximale', 'highest'), ('erhoehung', 'place'), ('von', 'loc_2'), ('san', 'cityid(san francisco, _)'), ('francisco', 'ε')",1
483,welches ist der dichteste staat in den usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('dichteste', 'largest_one'), ('ε', 'density_1'), ('staat', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
484,welche ist die meist bevoelkerte hauptstadt in den usa,answer(largest_one(population_1(capital(loc_2(countryid(usa)))))),"('welche', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('meist', 'largest_one'), ('bevoelkerte', 'population_1'), ('hauptstadt', 'capital'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
485,welches ist der bevoelkerungsreichste staat der an oklahoma grenzt,answer(largest_one(population_1(state(next_to_2(stateid(oklahoma)))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('bevoelkerungsreichste', 'largest_one'), ('ε', 'population_1'), ('staat', 'state'), ('der', 'ε'), ('an', 'next_to_2'), ('oklahoma', 'stateid(oklahoma)'), ('grenzt', 'ε')",1
486,wie lautet die stadt mit der groessten bevoelkerung,answer(largest_one(population_1(city(all)))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('stadt', 'city(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('bevoelkerung', 'population_1')",0
487,welche texanische stadt hat die groesste bevoelkerungszahl,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('welche', 'answer'), ('texanische', 'stateid(texas)'), ('stadt', 'city'), ('hat', 'loc_2'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerungszahl', 'population_1')",0
488,was ist die meist bevoelkerte stadt in wyoming,answer(largest_one(population_1(city(loc_2(stateid(wyoming)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('meist', 'largest_one'), ('bevoelkerte', 'population_1'), ('stadt', 'city'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",1
489,welcher staat hat die groesse bevoelkerung,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesse', 'largest_one'), ('bevoelkerung', 'population_1')",0
490,welcher ist der meist bevoelkerte staat in den usa,answer(largest_one(population_1(state(loc_2(countryid(usa)))))),"('welcher', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('meist', 'largest_one'), ('bevoelkerte', 'population_1'), ('staat', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
491,welcher staat durch den der mississippi fliesst hat die groesste bevoelkerung,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('welcher', 'answer'), ('staat', 'state'), ('durch', 'traverse_1'), ('den', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fliesst', 'ε'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')",0
492,wie lautet der name des staates mit der geringsten erhebung,answer(state(loc_1(lowest(place(all))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('name', 'ε'), ('des', 'ε'), ('staates', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('geringsten', 'lowest'), ('erhebung', 'place(all)')",0
493,wie viele staaten grenzen an kentucky,answer(count(state(next_to_2(stateid(kentucky))))),"('wie', 'answer'), ('viele', 'count'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('kentucky', 'stateid(kentucky)')",1
494,was ist die bevoelkerungsdichte in dem staat mit hauptstadt austin,"answer(density_1(state(loc_1(capital(cityid(austin, _))))))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('in', 'ε'), ('dem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('hauptstadt', 'capital'), ('austin', 'cityid(austin, _)')",1
495,welches ist die bevoelkerungsdichte von maine,answer(density_1(stateid(maine))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('von', 'ε'), ('maine', 'stateid(maine)')",1
496,was ist die bevoelkerungsdichte von south dakota,answer(density_1(stateid(south dakota))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('von', 'ε'), ('south', 'stateid(south dakota)'), ('dakota', 'ε')",1
497,wie lautet die bevoelkerungsdichte von texas,answer(density_1(stateid(texas))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('von', 'ε'), ('texas', 'stateid(texas)')",1
498,welches ist die bevoelkerungsdichte des groessten staates,answer(density_1(largest(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('des', 'ε'), ('groessten', 'largest'), ('staates', 'state(all)')",1
499,wie gross ist die bevoelkerungsdichte des kleinsten staates,answer(density_1(smallest(state(all)))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('des', 'ε'), ('kleinsten', 'smallest'), ('staates', 'state(all)')",1
500,was ist die bevoelkerungsdichte des staates mit der kleinsten groesse,answer(density_1(smallest_one(area_1(state(all))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('des', 'ε'), ('staates', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('kleinsten', 'smallest_one'), ('groesse', 'area_1')",0
501,wie hoch die bevoelkerungsdichte des staat mit der kleinsten bevoelkerung,answer(density_1(smallest_one(population_1(state(all))))),"('wie', 'answer'), ('hoch', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('des', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('kleinsten', 'smallest_one'), ('bevoelkerung', 'population_1')",0
502,was ist die bevoelkerungsdichte wyomings,answer(density_1(stateid(wyoming))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungsdichte', 'density_1'), ('wyomings', 'stateid(wyoming)')",1
503,wie gross ist die bevoelkerung von boston,"answer(population_1(cityid(boston, _)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('boston', 'cityid(boston, _)')",1
504,welches ist die bevoelkerungszahl von alaska,answer(population_1(stateid(alaska))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('alaska', 'stateid(alaska)')",1
505,wie gross ist die bevoelkerung von arizona,answer(population_1(stateid(arizona))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('arizona', 'stateid(arizona)')",1
506,wie gross ist die bevoelkerung von atlanta,"answer(population_1(cityid(atlanta, _)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('atlanta', 'cityid(atlanta, _)')",1
507,wie viele einwohner hat atlanta ga,"answer(population_1(cityid(atlanta, ga)))","('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('atlanta', 'cityid(atlanta, ga)'), ('ga', 'ε')",1
508,welches ist die einwohnerzahl von austin,"answer(population_1(cityid(austin, _)))","('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('von', 'ε'), ('austin', 'cityid(austin, _)')",1
509,wie gross ist die bevoelkerung von austin texas,"answer(population_1(cityid(austin, tx)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('austin', 'cityid(austin, tx)'), ('texas', 'ε')",1
510,was ist die bevoelkerung von boston massachusetts,"answer(population_1(cityid(boston, ma)))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('boston', 'cityid(boston, ma)'), ('massachusetts', 'ε')",1
511,wie hoch ist die bevoelkerung von boulder,"answer(population_1(cityid(boulder, _)))","('wie', 'answer'), ('hoch', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('boulder', 'cityid(boulder, _)')",1
512,wie viele leute leben in california,answer(population_1(stateid(california))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('california', 'stateid(california)')",1
513,wie viele einwohner hat dallas,"answer(population_1(cityid(dallas, _)))","('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('dallas', 'cityid(dallas, _)')",1
514,welches ist die bevoelkerungszahl von denver,"answer(population_1(cityid(denver, _)))","('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('denver', 'cityid(denver, _)')",1
515,wie gross ist die bevoelkerung von erie in pennsylvania,"answer(population_1(cityid(erie, pa)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('erie', 'cityid(erie, pa)'), ('in', 'ε'), ('pennsylvania', 'ε')",1
516,wie viele menschen laeben in hawaii,answer(population_1(stateid(hawaii))),"('wie', 'answer'), ('viele', 'ε'), ('menschen', 'population_1'), ('laeben', 'ε'), ('in', 'ε'), ('hawaii', 'stateid(hawaii)')",1
517,wie hoch ist die bevoelkerung von houston,"answer(population_1(cityid(houston, _)))","('wie', 'answer'), ('hoch', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('houston', 'cityid(houston, _)')",1
518,wie viele einwohner hat idaho,answer(population_1(stateid(idaho))),"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('idaho', 'stateid(idaho)')",1
519,wie gross ist die bevoelkerungszahl von illinois,answer(population_1(stateid(illinois))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('illinois', 'stateid(illinois)')",1
520,was ist die bevoelkerung von maine,answer(population_1(stateid(maine))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('maine', 'stateid(maine)')",1
