ID,NL,MR,ALIGNMENT,MONOTONIC
417,what is the largest city in wisconsin,answer(largest(city(loc_2(stateid(wisconsin))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('city', 'city'), ('in', 'loc_2'), ('wisconsin', 'stateid(wisconsin)')",1
418,what is the largest city of kansas,answer(largest(city(loc_2(stateid(kansas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('city', 'city'), ('of', 'loc_2'), ('kansas', 'stateid(kansas)')",1
419,what is the largest of the states that the rio grande runs through,answer(largest(state(traverse_1(riverid(rio grande))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('of', 'ε'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('the', 'ε'), ('rio', 'riverid(rio grande)'), ('grande', 'ε'), ('runs', 'traverse_1'), ('through', 'ε')",0
420,what is the largest river in washington state,answer(longest(river(loc_2(stateid(washington))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('washington', 'stateid(washington)'), ('state', 'ε')",1
421,what is the largest state,answer(largest(state(all))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')",1
422,what is the largest state bordering arkansas,answer(largest(state(next_to_2(stateid(arkansas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('bordering', 'next_to_2'), ('arkansas', 'stateid(arkansas)')",1
423,what is the largest state bordering texas,answer(largest(state(next_to_2(stateid(texas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('bordering', 'next_to_2'), ('texas', 'stateid(texas)')",1
424,what is the largest state capital in population,answer(largest_one(population_1(capital_1(state(all))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('state', 'state(all)'), ('capital', 'capital_1'), ('in', 'ε'), ('population', 'population_1')",0
425,what is the largest state in the us,answer(largest(state(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
426,what is the largest state in usa,answer(largest(state(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
427,what is the largest state that borders california,answer(largest(state(next_to_2(stateid(california))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('california', 'stateid(california)')",1
428,what is the largest state that borders texas,answer(largest(state(next_to_2(stateid(texas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('texas', 'stateid(texas)')",1
429,what is the largest state that borders the state with the highest population,answer(largest(state(next_to_2(largest_one(population_1(state(all))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('highest', 'largest_one'), ('population', 'population_1')",0
430,what is the largest state that borders the state with the lowest point in the usa,answer(largest(state(next_to_2(state(loc_1(lowest(place(loc_2(countryid(usa)))))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
431,what is the largest state traversed by the mississippi river,answer(largest(state(traverse_1(riverid(mississippi))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('traversed', 'traverse_1'), ('by', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε')",1
432,what is the least populous state,answer(smallest_one(population_1(state(all)))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('least', 'smallest_one'), ('populous', 'population_1'), ('state', 'state(all)')",1
433,what is the length of the colorado river,answer(len(riverid(colorado))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'ε')",1
434,what is the length of the colorado river in texas,"answer(len(intersection(riverid(colorado), river(loc_2(stateid(texas))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('ε', 'intersection'), ('of', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
435,what is the length of the longest river in the usa,answer(len(longest(river(loc_2(countryid(usa)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
436,what is the length of the longest river that runs through texas,answer(len(longest(river(traverse_2(stateid(texas)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('texas', 'stateid(texas)')",1
437,what is the length of the mississippi river,answer(len(riverid(mississippi))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('river', 'ε')",1
438,what is the length of the river that flows through the most states,answer(len(most(river(traverse_2(state(all)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
439,what is the length of the river that runs through the most number of states,answer(len(most(river(traverse_2(state(all)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('number', 'ε'), ('of', 'ε'), ('states', 'state(all)')",0
440,what is the length of the river that runs through the most states,answer(len(most(river(traverse_2(state(all)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
441,what is the length of the river that traverses the most states,answer(len(most(river(traverse_2(state(all)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('traverses', 'traverse_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
442,what is the longest river,answer(longest(river(all))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river(all)')",1
443,what is the longest river flowing through new york,answer(longest(river(traverse_2(stateid(new york))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('flowing', 'traverse_2'), ('through', 'ε'), ('new', 'stateid(new york)'), ('york', 'ε')",1
444,what is the longest river in america,answer(longest(river(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('america', 'countryid(usa)')",1
445,what is the longest river in california,answer(longest(river(loc_2(stateid(california))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
446,what is the longest river in florida,answer(longest(river(loc_2(stateid(florida))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('florida', 'stateid(florida)')",1
447,what is the longest river in mississippi,answer(longest(river(loc_2(stateid(mississippi))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",1
448,what is the longest river in new york,answer(longest(river(loc_2(stateid(new york))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('new', 'stateid(new york)'), ('york', 'ε')",1
449,what is the longest river in pennsylvania,answer(longest(river(loc_2(stateid(pennsylvania))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
450,what is the longest river in texas,answer(longest(river(loc_2(stateid(texas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
451,what is the longest river in the largest state,answer(longest(river(loc_2(largest(state(all)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')",1
452,what is the longest river in the smallest state in the usa,answer(longest(river(loc_2(smallest(state(loc_2(countryid(usa)))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
453,what is the longest river in the state with the highest point,answer(longest(river(loc_2(state(loc_1(highest(place(all)))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place(all)')",1
454,what is the longest river in the state with the most major cities,answer(longest(river(loc_2(most(state(loc_1(major(city(all))))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('most', 'most'), ('major', 'major'), ('cities', 'city(all)')",0
455,what is the longest river in the states that border nebraska,answer(longest(river(loc_2(state(next_to_2(stateid(nebraska))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('nebraska', 'stateid(nebraska)')",1
456,what is the longest river in the united states,answer(longest(river(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε')",1
457,what is the longest river in the us,answer(longest(river(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
458,what is the longest river that does not run through texas,"answer(longest(exclude(river(all), traverse_2(stateid(texas)))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river(all)'), ('that', 'ε'), ('does', 'ε'), ('not', 'exclude'), ('run', 'traverse_2'), ('through', 'ε'), ('texas', 'stateid(texas)')",0
459,what is the longest river that flows through a state that borders indiana,answer(longest(river(traverse_2(state(next_to_2(stateid(indiana))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('a', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('indiana', 'stateid(indiana)')",1
460,what is the longest river that flows through colorado,answer(longest(river(traverse_2(stateid(colorado))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('colorado', 'stateid(colorado)')",1
461,what is the longest river that passes the states that border the state that borders the most states,answer(longest(river(traverse_2(state(next_to_2(most(state(next_to_2(state(all)))))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('passes', 'traverse_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')",0
462,what is the longest river that runs through a state that borders tennessee,answer(longest(river(traverse_2(state(next_to_2(stateid(tennessee))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('a', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('tennessee', 'stateid(tennessee)')",1
463,what is the lowest elevation in pennsylvania,answer(lowest(place(loc_2(stateid(pennsylvania))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('elevation', 'place'), ('in', 'loc_2'), ('pennsylvania', 'stateid(pennsylvania)')",1
464,what is the lowest point in arkansas,answer(lowest(place(loc_2(stateid(arkansas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",1
465,what is the lowest point in california,answer(lowest(place(loc_2(stateid(california))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('california', 'stateid(california)')",1
466,what is the lowest point in louisiana,answer(lowest(place(loc_2(stateid(louisiana))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('louisiana', 'stateid(louisiana)')",1
467,what is the lowest point in massachusetts,answer(lowest(place(loc_2(stateid(massachusetts))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('massachusetts', 'stateid(massachusetts)')",1
468,what is the lowest point in mississippi,answer(lowest(place(loc_2(stateid(mississippi))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('mississippi', 'stateid(mississippi)')",1
469,what is the lowest point in nebraska in meters,answer(lowest(place(loc_2(stateid(nebraska))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('nebraska', 'stateid(nebraska)'), ('in', 'ε'), ('meters', 'ε')",1
470,what is the lowest point in oregon,answer(lowest(place(loc_2(stateid(oregon))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('oregon', 'stateid(oregon)')",1
471,what is the lowest point in texas,answer(lowest(place(loc_2(stateid(texas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
472,what is the lowest point in the state of california,answer(lowest(place(loc_2(stateid(california))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('california', 'stateid(california)')",1
473,what is the lowest point in the state of texas,answer(lowest(place(loc_2(stateid(texas))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('texas', 'stateid(texas)')",1
474,what is the lowest point in the united states,answer(lowest(place(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε')",1
475,what is the lowest point in usa,answer(lowest(place(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('usa', 'countryid(usa)')",1
476,what is the lowest point in wisconsin,answer(lowest(place(loc_2(stateid(wisconsin))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('in', 'loc_2'), ('wisconsin', 'stateid(wisconsin)')",1
477,what is the lowest point of all states through which the colorado river runs through,answer(lowest(place(loc_2(state(traverse_1(riverid(colorado))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('of', 'loc_2'), ('all', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('colorado', 'riverid(colorado)'), ('river', 'ε'), ('runs', 'ε'), ('through', 'ε')",1
478,what is the lowest point of colorado,answer(lowest(place(loc_2(stateid(colorado))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('of', 'loc_2'), ('colorado', 'stateid(colorado)')",1
479,what is the lowest point of the state with the largest area,answer(lowest(place(loc_2(largest_one(area_1(state(all))))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('area', 'area_1')",0
480,what is the lowest point of the us,answer(lowest(place(loc_2(countryid(usa))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place'), ('of', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
481,what is the major cities in montana,answer(major(city(loc_2(stateid(montana))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('major', 'major'), ('cities', 'city'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
482,what is the maximum elevation of san francisco,"answer(highest(place(loc_2(cityid(san francisco, _)))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('maximum', 'highest'), ('elevation', 'place'), ('of', 'loc_2'), ('san', 'cityid(san francisco, _)'), ('francisco', 'ε')",1
483,what is the most dense state in the usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('dense', 'density_1'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
484,what is the most populated capital in the usa,answer(largest_one(population_1(capital(loc_2(countryid(usa)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populated', 'population_1'), ('capital', 'capital'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')",1
485,what is the most populated state bordering oklahoma,answer(largest_one(population_1(state(next_to_2(stateid(oklahoma)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populated', 'population_1'), ('state', 'state'), ('bordering', 'next_to_2'), ('oklahoma', 'stateid(oklahoma)')",1
486,what is the most populous city,answer(largest_one(population_1(city(all)))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city(all)')",1
487,what is the most populous city in texas,answer(largest_one(population_1(city(loc_2(stateid(texas)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
488,what is the most populous city in wyoming,answer(largest_one(population_1(city(loc_2(stateid(wyoming)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city'), ('in', 'loc_2'), ('wyoming', 'stateid(wyoming)')",1
489,what is the most populous state,answer(largest_one(population_1(state(all)))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state(all)')",1
490,what is the most populous state in the us,answer(largest_one(population_1(state(loc_2(countryid(usa)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')",1
491,what is the most populous state through which the mississippi runs,answer(largest_one(population_1(state(traverse_1(riverid(mississippi)))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('mississippi', 'riverid(mississippi)'), ('runs', 'ε')",1
492,what is the name of the state with the lowest point,answer(state(loc_1(lowest(place(all))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('name', 'ε'), ('of', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest'), ('point', 'place(all)')",1
493,what is the number of neighboring states for kentucky,answer(count(state(next_to_2(stateid(kentucky))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('number', 'count'), ('of', 'ε'), ('neighboring', 'next_to_2'), ('states', 'state'), ('for', 'ε'), ('kentucky', 'stateid(kentucky)')",0
494,what is the population density in the state with capital austin,"answer(density_1(state(loc_1(capital(cityid(austin, _))))))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('in', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('capital', 'capital'), ('austin', 'cityid(austin, _)')",1
495,what is the population density of maine,answer(density_1(stateid(maine))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('maine', 'stateid(maine)')",1
496,what is the population density of south dakota,answer(density_1(stateid(south dakota))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('south', 'stateid(south dakota)'), ('dakota', 'ε')",1
497,what is the population density of texas,answer(density_1(stateid(texas))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('texas', 'stateid(texas)')",1
498,what is the population density of the largest state,answer(density_1(largest(state(all)))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')",1
499,what is the population density of the smallest state,answer(density_1(smallest(state(all)))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')",1
500,what is the population density of the state with the smallest area,answer(density_1(smallest_one(area_1(state(all))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('area', 'area_1')",0
501,what is the population density of the state with the smallest population,answer(density_1(smallest_one(population_1(state(all))))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('population', 'population_1')",0
502,what is the population density of wyoming,answer(density_1(stateid(wyoming))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('wyoming', 'stateid(wyoming)')",1
503,what is the population in boston,"answer(population_1(cityid(boston, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('in', 'ε'), ('boston', 'cityid(boston, _)')",1
504,what is the population of alaska,answer(population_1(stateid(alaska))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('alaska', 'stateid(alaska)')",1
505,what is the population of arizona,answer(population_1(stateid(arizona))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('arizona', 'stateid(arizona)')",1
506,what is the population of atlanta,"answer(population_1(cityid(atlanta, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('atlanta', 'cityid(atlanta, _)')",1
507,what is the population of atlanta ga,"answer(population_1(cityid(atlanta, ga)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('atlanta', 'cityid(atlanta, ga'), ('ga', 'ε')",1
508,what is the population of austin,"answer(population_1(cityid(austin, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('austin', 'cityid(austin, _)')",1
509,what is the population of austin texas,"answer(population_1(cityid(austin, tx)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('austin', 'cityid(austin, tx)'), ('texas', 'ε')",1
510,what is the population of boston massachusetts,"answer(population_1(cityid(boston, ma)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('boston', 'cityid(boston, ma'), ('massachusetts', 'ε')",1
511,what is the population of boulder,"answer(population_1(cityid(boulder, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('boulder', 'cityid(boulder, _)')",1
512,what is the population of california,answer(population_1(stateid(california))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('california', 'stateid(california)')",1
513,what is the population of dallas,"answer(population_1(cityid(dallas, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('dallas', 'cityid(dallas, _)')",1
514,what is the population of denver,"answer(population_1(cityid(denver, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('denver', 'cityid(denver, _)')",1
515,what is the population of erie pennsylvania,"answer(population_1(cityid(erie, pa)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('erie', 'cityid(erie, pa'), ('pennsylvania', 'ε')",1
516,what is the population of hawaii,answer(population_1(stateid(hawaii))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('hawaii', 'stateid(hawaii)')",1
517,what is the population of houston,"answer(population_1(cityid(houston, _)))","('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('houston', 'cityid(houston, _)')",1
518,what is the population of idaho,answer(population_1(stateid(idaho))),"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('idaho', 'stateid(idaho)')",1
