,ID,NL,MR,MONOTONIC,ALIGNMENT
430,430,quale è lo stato più grande che confina con lo stato con il punto più basso in usa,answer(largest(state(next_to_2(state(loc_1(lowest(place(loc_2(countryid(usa)))))))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
431,431,quale è lo stato più grande attraversato dal fiume river_name,answer(largest(state(traverse_1(riverid(river_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'ε'), ('grande', 'largest'), ('attraversato', 'traverse_1'), ('dal', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
432,432,quale è lo stato meno popoloso,answer(smallest_one(population_1(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('meno', 'smallest_one'), ('popoloso', 'population_1')"
433,433,quale è la lunghezza del fiume river_name,answer(len(riverid(river_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
434,434,quale è la lunghezza del fiume river_name in state_name,"answer(len(intersection(riverid(river_name), river(loc_2(stateid(state_name))))))",0,"('quale', 'answer'), ('è', 'ε'), ('ε', 'intersection'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('river_name', 'riverid(river_name)'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
435,435,quale è la lunghezza del fiume più lungo in usa,answer(len(longest(river(loc_2(countryid(usa)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
436,436,quale è la lunghezza del fiume più lungo che attraversa il state_name,answer(len(longest(river(traverse_2(stateid(state_name)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
437,437,quale è la lunghezza del fiume river_name,answer(len(riverid(river_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
438,438,quale è la lunghezza del fiume che scorre attraverso più stati,answer(len(most(river(traverse_2(state(all)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')"
439,439,quale è la lunghezza del fiume che attraversa il maggior numero di stati,answer(len(most(river(traverse_2(state(all)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('maggior', 'most'), ('numero', 'ε'), ('di', 'ε'), ('stati', 'state(all)')"
440,440,quale è la lunghezza del fiume che attraversa più stati,answer(len(most(river(traverse_2(state(all)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('lunghezza', 'len'), ('del', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')"
441,441,quanto è lungo il fiume che attraversa più stati,answer(len(most(river(traverse_2(state(all)))))),0,"('quanto', 'answer'), ('è', 'ε'), ('lungo', 'len'), ('il', 'ε'), ('fiume', 'river'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('più', 'most'), ('stati', 'state(all)')"
442,442,quale è il fiume più lungo,answer(longest(river(all))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest')"
443,443,quale è il fiume più lungo che scorre attraverso state_name,answer(longest(river(traverse_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
444,444,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
445,445,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
446,446,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
447,447,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
448,448,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
449,449,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
450,450,quale è il fiume più lungo in state_name,answer(longest(river(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
451,451,quale è il fiume più lungo nello stato più grande,answer(longest(river(loc_2(largest(state(all)))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')"
452,452,quale è il fiume più lungo nello stato più piccolo in usa,answer(longest(river(loc_2(smallest(state(loc_2(countryid(usa)))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('più', 'ε'), ('piccolo', 'smallest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
453,453,quale è il fiume più lungo nello stato con il picco più alto,answer(longest(river(loc_2(state(loc_1(highest(place(all)))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('picco', 'place(all)'), ('più', 'ε'), ('alto', 'highest')"
454,454,quale è il fiume più lungo nello stato con più grandi città,answer(longest(river(loc_2(most(state(loc_1(major(city(all))))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('nello', 'loc_2'), ('stato', 'state'), ('con', 'loc_1'), ('più', 'most'), ('grandi', 'major'), ('città', 'city(all)')"
455,455,quale è il fiume più lungo negli stati che confinano con il state_name,answer(longest(river(loc_2(state(next_to_2(stateid(state_name))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('negli', 'loc_2'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
456,456,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
457,457,quale è il fiume più lungo in usa,answer(longest(river(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
458,458,quale è il fiume più lungo che non scorre attraverso il state_name,"answer(longest(exclude(river(all), traverse_2(stateid(state_name)))))",0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river(all)'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('non', 'exclude'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
459,459,quale è il fiume più lungo che scorre attraverso uno stato che confina con l state_name,answer(longest(river(traverse_2(state(next_to_2(stateid(state_name))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('scorre', 'ε'), ('attraverso', 'traverse_2'), ('uno', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('state_name', 'stateid(state_name)')"
460,460,quale è il fiume più lungo che attraversa il state_name,answer(longest(river(traverse_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
461,461,quale è il fiume più lungo che passa gli stati che confinano con lo stato che confina con più stati,answer(longest(river(traverse_2(state(next_to_2(most(state(next_to_2(state(all)))))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('passa', 'traverse_2'), ('gli', 'ε'), ('stati', 'state'), ('che', 'ε'), ('confinano', 'next_to_2'), ('con', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('più', 'most'), ('stati', 'state(all)')"
462,462,quale è il fiume più lungo che attraversa uno stato che confina con il state_name,answer(longest(river(traverse_2(state(next_to_2(stateid(state_name))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('fiume', 'river'), ('più', 'ε'), ('lungo', 'longest'), ('che', 'ε'), ('attraversa', 'traverse_2'), ('uno', 'ε'), ('stato', 'state'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('il', 'ε'), ('state_name', 'stateid(state_name)')"
463,463,quale è la elevazione più bassa in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('elevazione', 'place'), ('più', 'ε'), ('bassa', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
464,464,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
465,465,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
466,466,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
467,467,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
468,468,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
469,469,quale è il punto più basso in state_name in metri,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('in', 'ε'), ('metri', 'ε')"
470,470,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
471,471,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
472,472,quale è il punto più basso nello stato della state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('nello', 'loc_2'), ('stato', 'ε'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
473,473,quale è il punto più basso nello stato del state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('nello', 'loc_2'), ('stato', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
474,474,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
475,475,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
476,476,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
477,477,quale è il punto più basso di tutti gli stati attraverso cui passa il fiume river_name,answer(lowest(place(loc_2(state(traverse_1(riverid(river_name))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('di', 'loc_2'), ('tutti', 'ε'), ('gli', 'ε'), ('stati', 'state'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('passa', 'ε'), ('il', 'ε'), ('fiume', 'ε'), ('river_name', 'riverid(river_name)')"
478,478,quale è il punto più basso in state_name,answer(lowest(place(loc_2(stateid(state_name))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
479,479,quale è il punto più basso dello stato con la area più grande,answer(lowest(place(loc_2(largest_one(area_1(state(all))))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('dello', 'loc_2'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('più', 'ε'), ('grande', 'largest_one')"
480,480,quale è il punto più basso in usa,answer(lowest(place(loc_2(countryid(usa))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('punto', 'place'), ('più', 'ε'), ('basso', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
481,481,quali sono le grandi città in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('quali', 'answer'), ('sono', 'ε'), ('le', 'ε'), ('grandi', 'major'), ('città', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
482,482,quale è la massima elevazione di city_name,"answer(highest(place(loc_2(cityid(city_name, _)))))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('massima', 'highest'), ('elevazione', 'place'), ('di', 'loc_2'), ('city_name', 'cityid(city_name, _)'), ('state_name', 'ε')"
483,483,quale è lo stato più denso in usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('denso', 'density_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
484,484,quale è la capitale più popolata in usa,answer(largest_one(population_1(capital(loc_2(countryid(usa)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('capitale', 'capital'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
485,485,quale è lo stato più popolato che confina con l state_name,answer(largest_one(population_1(state(next_to_2(stateid(state_name)))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('che', 'ε'), ('confina', 'next_to_2'), ('con', 'ε'), ('l', 'ε'), ('state_name', 'stateid(state_name)')"
486,486,quale è la città più popolata,answer(largest_one(population_1(city(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city(all)'), ('più', 'largest_one'), ('popolata', 'population_1')"
487,487,quale è la città più popolata in state_name,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
488,488,quale è la città più popolata in state_name,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('città', 'city'), ('più', 'largest_one'), ('popolata', 'population_1'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
489,489,quale è lo stato più popolato,answer(largest_one(population_1(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state(all)'), ('più', 'largest_one'), ('popolato', 'population_1')"
490,490,quale è lo stato più popolato in usa,answer(largest_one(population_1(state(loc_2(countryid(usa)))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
491,491,quale è lo stato più popolato attraverso cui scorre il river_name,answer(largest_one(population_1(state(traverse_1(riverid(river_name)))))),0,"('quale', 'answer'), ('è', 'ε'), ('lo', 'ε'), ('stato', 'state'), ('più', 'largest_one'), ('popolato', 'population_1'), ('attraverso', 'traverse_1'), ('cui', 'ε'), ('scorre', 'ε'), ('il', 'ε'), ('river_name', 'riverid(river_name)')"
492,492,quale è il nome dello stato con il punto più basso,answer(state(loc_1(lowest(place(all))))),0,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('nome', 'ε'), ('dello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('il', 'ε'), ('punto', 'place(all)'), ('più', 'ε'), ('basso', 'lowest')"
493,493,quale è il numero di stati vicini al state_name,answer(count(state(next_to_2(stateid(state_name))))),1,"('quale', 'answer'), ('è', 'ε'), ('il', 'ε'), ('numero', 'count'), ('di', 'ε'), ('stati', 'state'), ('vicini', 'next_to_2'), ('al', 'ε'), ('state_name', 'stateid(state_name)')"
494,494,quale è la densità di popolazione nello stato con capitale city_name,"answer(density_1(state(loc_1(capital(cityid(city_name, _))))))",0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('nello', 'ε'), ('stato', 'state'), ('con', 'loc_1'), ('capitale', 'capital'), ('city_name', 'cityid(city_name, _)')"
495,495,quale è la densità di popolazione del state_name,answer(density_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
496,496,quale è la densità di popolazione del state_name,answer(density_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
497,497,quale è la densità di popolazione del state_name,answer(density_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
498,498,quale è la densità di popolazione dello stato più grande,answer(density_1(largest(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('grande', 'largest')"
499,499,quale è la densità di popolazione dello stato più piccolo,answer(density_1(smallest(state(all)))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('più', 'ε'), ('piccolo', 'smallest')"
500,500,quale è la densità di popolazione dello stato con la area più piccola,answer(density_1(smallest_one(area_1(state(all))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('area', 'area_1'), ('più', 'ε'), ('piccola', 'smallest_one')"
501,501,quale è la densità di popolazione dello stato con la popolazione più bassa,answer(density_1(smallest_one(population_1(state(all))))),0,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('dello', 'ε'), ('stato', 'state(all)'), ('con', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('più', 'ε'), ('bassa', 'smallest_one')"
502,502,quale è la densità di popolazione del state_name,answer(density_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('densità', 'density_1'), ('di', 'ε'), ('popolazione', 'ε'), ('del', 'ε'), ('state_name', 'stateid(state_name)')"
503,503,quale è la popolazione a city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('a', 'ε'), ('city_name', 'cityid(city_name, _)')"
504,504,quale è la popolazione dell state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
505,505,quale è la popolazione dell state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
506,506,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
507,507,quale è la popolazione di city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
508,508,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
509,509,quale è la popolazione di city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
510,510,quale è la popolazione di city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
511,511,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
512,512,quale è la popolazione della state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('della', 'ε'), ('state_name', 'stateid(state_name)')"
513,513,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
514,514,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
515,515,quale è la popolazione di city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
516,516,quale è la popolazione delle state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('delle', 'ε'), ('state_name', 'stateid(state_name)')"
517,517,quale è la popolazione di city_name,"answer(population_1(cityid(city_name, _)))",1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('di', 'ε'), ('city_name', 'cityid(city_name, _)')"
518,518,quale è la popolazione dell state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
519,519,quale è la popolazione dell state_name,answer(population_1(stateid(state_name))),1,"('quale', 'answer'), ('è', 'ε'), ('la', 'ε'), ('popolazione', 'population_1'), ('dell', 'ε'), ('state_name', 'stateid(state_name)')"
