,ID,NL,MR,MONOTONIC,ALIGNMENT
430,430,what is the largest state that borders the state with the lowest point in the usa,answer(largest(state(next_to_2(state(loc_1(lowest(place(loc_2(countryid(usa)))))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
431,431,what is the largest state traversed by the river_name river,answer(largest(state(traverse_1(riverid(river_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state'), ('traversed', 'traverse_1'), ('by', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε')"
432,432,what is the least populous state,answer(smallest_one(population_1(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('least', 'smallest_one'), ('populous', 'population_1'), ('state', 'state(all)')"
433,433,what is the length of the river_name river,answer(len(riverid(river_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε')"
434,434,what is the length of the river_name river in state_name,"answer(len(intersection(riverid(river_name), river(loc_2(stateid(state_name))))))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('ε', 'intersection'), ('of', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
435,435,what is the length of the longest river in the usa,answer(len(longest(river(loc_2(countryid(usa)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
436,436,what is the length of the longest river that runs through state_name,answer(len(longest(river(traverse_2(stateid(state_name)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('state_name', 'stateid(state_name)')"
437,437,what is the length of the river_name river,answer(len(riverid(river_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε')"
438,438,what is the length of the river that flows through the most states,answer(len(most(river(traverse_2(state(all)))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')"
439,439,what is the length of the river that runs through the most number of states,answer(len(most(river(traverse_2(state(all)))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('number', 'ε'), ('of', 'ε'), ('states', 'state(all)')"
440,440,what is the length of the river that runs through the most states,answer(len(most(river(traverse_2(state(all)))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')"
441,441,what is the length of the river that traverses the most states,answer(len(most(river(traverse_2(state(all)))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('length', 'len'), ('of', 'ε'), ('the', 'ε'), ('river', 'river'), ('that', 'ε'), ('traverses', 'traverse_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')"
442,442,what is the longest river,answer(longest(river(all))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river(all)')"
443,443,what is the longest river flowing through state_name,answer(longest(river(traverse_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('flowing', 'traverse_2'), ('through', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
444,444,what is the longest river in america,answer(longest(river(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('america', 'countryid(usa)')"
445,445,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
446,446,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
447,447,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
448,448,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
449,449,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
450,450,what is the longest river in state_name,answer(longest(river(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
451,451,what is the longest river in the largest state,answer(longest(river(loc_2(largest(state(all)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')"
452,452,what is the longest river in the smallest state in the usa,answer(longest(river(loc_2(smallest(state(loc_2(countryid(usa)))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
453,453,what is the longest river in the state with the highest point,answer(longest(river(loc_2(state(loc_1(highest(place(all)))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('highest', 'highest'), ('point', 'place(all)')"
454,454,what is the longest river in the state with the most major cities,answer(longest(river(loc_2(most(state(loc_1(major(city(all))))))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('most', 'most'), ('major', 'major'), ('cities', 'city(all)')"
455,455,what is the longest river in the states that border state_name,answer(longest(river(loc_2(state(next_to_2(stateid(state_name))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('state_name', 'stateid(state_name)')"
456,456,what is the longest river in the united states,answer(longest(river(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε')"
457,457,what is the longest river in the us,answer(longest(river(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
458,458,what is the longest river that does not run through state_name,"answer(longest(exclude(river(all), traverse_2(stateid(state_name)))))",0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river(all)'), ('that', 'ε'), ('does', 'ε'), ('not', 'exclude'), ('run', 'traverse_2'), ('through', 'ε'), ('state_name', 'stateid(state_name)')"
459,459,what is the longest river that flows through a state that borders state_name,answer(longest(river(traverse_2(state(next_to_2(stateid(state_name))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('a', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('state_name', 'stateid(state_name)')"
460,460,what is the longest river that flows through state_name,answer(longest(river(traverse_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('flows', 'traverse_2'), ('through', 'ε'), ('state_name', 'stateid(state_name)')"
461,461,what is the longest river that passes the states that border the state that borders the most states,answer(longest(river(traverse_2(state(next_to_2(most(state(next_to_2(state(all)))))))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('passes', 'traverse_2'), ('the', 'ε'), ('states', 'state'), ('that', 'ε'), ('border', 'next_to_2'), ('the', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('the', 'ε'), ('most', 'most'), ('states', 'state(all)')"
462,462,what is the longest river that runs through a state that borders state_name,answer(longest(river(traverse_2(state(next_to_2(stateid(state_name))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('longest', 'longest'), ('river', 'river'), ('that', 'ε'), ('runs', 'traverse_2'), ('through', 'ε'), ('a', 'ε'), ('state', 'state'), ('that', 'ε'), ('borders', 'next_to_2'), ('state_name', 'stateid(state_name)')"
463,463,what is the lowest elevation in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
464,464,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
465,465,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
466,466,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
467,467,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
468,468,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
469,469,what is the lowest point in state_name in meters,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)'), ('in', 'ε'), ('meters', 'ε')"
470,470,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
471,471,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
472,472,what is the lowest point in the state of state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
473,473,what is the lowest point in the state of state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('the', 'ε'), ('state', 'ε'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
474,474,what is the lowest point in the united states,answer(lowest(place(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('the', 'ε'), ('united', 'countryid(usa)'), ('states', 'ε')"
475,475,what is the lowest point in usa,answer(lowest(place(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('usa', 'countryid(usa)')"
476,476,what is the lowest point in state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
477,477,what is the lowest point of all states through which the river_name river runs through,answer(lowest(place(loc_2(state(traverse_1(riverid(river_name))))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('of', 'loc_2'), ('all', 'ε'), ('states', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('river', 'ε'), ('runs', 'ε'), ('through', 'ε')"
478,478,what is the lowest point of state_name,answer(lowest(place(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('of', 'loc_2'), ('state_name', 'stateid(state_name)')"
479,479,what is the lowest point of the state with the largest area,answer(lowest(place(loc_2(largest_one(area_1(state(all))))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('of', 'loc_2'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('largest', 'largest_one'), ('area', 'area_1')"
480,480,what is the lowest point of the us,answer(lowest(place(loc_2(countryid(usa))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('lowest', 'lowest'), ('of', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
481,481,what is the major cities in state_name,answer(major(city(loc_2(stateid(state_name))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('major', 'major'), ('cities', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
482,482,what is the maximum elevation of city_name,"answer(highest(place(loc_2(cityid(city_name, _)))))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('maximum', 'highest'), ('elevation', 'place'), ('of', 'loc_2'), ('city_name', 'cityid(city_name, _)'), ('state_name', 'ε')"
483,483,what is the most dense state in the usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('dense', 'density_1'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
484,484,what is the most populated capital in the usa,answer(largest_one(population_1(capital(loc_2(countryid(usa)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populated', 'population_1'), ('capital', 'capital'), ('in', 'loc_2'), ('the', 'ε'), ('usa', 'countryid(usa)')"
485,485,what is the most populated state bordering state_name,answer(largest_one(population_1(state(next_to_2(stateid(state_name)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populated', 'population_1'), ('state', 'state'), ('bordering', 'next_to_2'), ('state_name', 'stateid(state_name)')"
486,486,what is the most populous city,answer(largest_one(population_1(city(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city(all)')"
487,487,what is the most populous city in state_name,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
488,488,what is the most populous city in state_name,answer(largest_one(population_1(city(loc_2(stateid(state_name)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('city', 'city'), ('in', 'loc_2'), ('state_name', 'stateid(state_name)')"
489,489,what is the most populous state,answer(largest_one(population_1(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state(all)')"
490,490,what is the most populous state in the us,answer(largest_one(population_1(state(loc_2(countryid(usa)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state'), ('in', 'loc_2'), ('the', 'ε'), ('us', 'countryid(usa)')"
491,491,what is the most populous state through which the river_name runs,answer(largest_one(population_1(state(traverse_1(riverid(river_name)))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('most', 'largest_one'), ('populous', 'population_1'), ('state', 'state'), ('through', 'traverse_1'), ('which', 'ε'), ('the', 'ε'), ('river_name', 'riverid(river_name)'), ('runs', 'ε')"
492,492,what is the name of the state with the lowest point,answer(state(loc_1(lowest(place(all))))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('name', 'ε'), ('of', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('the', 'ε'), ('lowest', 'lowest')"
493,493,what is the number of neighboring states for state_name,answer(count(state(next_to_2(stateid(state_name))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('number', 'count'), ('of', 'ε'), ('neighboring', 'next_to_2'), ('states', 'state'), ('for', 'ε'), ('state_name', 'stateid(state_name)')"
494,494,what is the population density in the state with capital city_name,"answer(density_1(state(loc_1(capital(cityid(city_name, _))))))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('in', 'ε'), ('the', 'ε'), ('state', 'state'), ('with', 'loc_1'), ('capital', 'capital'), ('city_name', 'cityid(city_name, _)')"
495,495,what is the population density of state_name,answer(density_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
496,496,what is the population density of state_name,answer(density_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
497,497,what is the population density of state_name,answer(density_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
498,498,what is the population density of the largest state,answer(density_1(largest(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('largest', 'largest'), ('state', 'state(all)')"
499,499,what is the population density of the smallest state,answer(density_1(smallest(state(all)))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('smallest', 'smallest'), ('state', 'state(all)')"
500,500,what is the population density of the state with the smallest area,answer(density_1(smallest_one(area_1(state(all))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('area', 'area_1')"
501,501,what is the population density of the state with the smallest population,answer(density_1(smallest_one(population_1(state(all))))),0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('the', 'ε'), ('state', 'state(all)'), ('with', 'ε'), ('the', 'ε'), ('smallest', 'smallest_one'), ('population', 'population_1')"
502,502,what is the population density of state_name,answer(density_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'ε'), ('density', 'density_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
503,503,what is the population in city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('in', 'ε'), ('city_name', 'cityid(city_name, _)')"
504,504,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
505,505,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
506,506,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
507,507,what is the population of city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, state_name'), ('state_name', 'ε')"
508,508,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
509,509,what is the population of city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
510,510,what is the population of city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, state_name'), ('state_name', 'ε')"
511,511,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
512,512,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
513,513,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
514,514,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
515,515,what is the population of city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, state_name'), ('state_name', 'ε')"
516,516,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
517,517,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
518,518,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
519,519,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
520,520,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
521,521,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
522,522,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
523,523,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
524,524,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
525,525,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
526,526,what is the population of city_name city,"answer(population_1(city(cityid(city_name, _))))",0,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)'), ('state_name', 'ε'), ('city', 'city')"
527,527,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('state_name', 'stateid(state_name)')"
528,528,what is the population of city_name state_name,"answer(population_1(cityid(city_name, state_name)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, state_name)'), ('state_name', 'ε')"
529,529,what is the population of state_name,answer(population_1(stateid(state_name))),1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'stateid(state_name)'), ('state_name', 'ε')"
530,530,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
531,531,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)'), ('state_name', 'ε')"
532,532,what is the population of city_name,"answer(population_1(cityid(city_name, _)))",1,"('what', 'answer'), ('is', 'ε'), ('the', 'ε'), ('population', 'population_1'), ('of', 'ε'), ('city_name', 'cityid(city_name, _)')"
